1048576.0,4,524288,138
1048576.0,4,262144,77
1048576.0,4,131072,79
1048576.0,4,65536,59
1048576.0,4,32768,67
1048576.0,4,16384,77
1048576.0,4,8192,72
1048576.0,4,4096,66
1048576.0,4,2048,72
1048576.0,4,1024,91
1048576.0,8,524288,56
1048576.0,8,262144,63
1048576.0,8,131072,66
1048576.0,8,65536,61
1048576.0,8,32768,60
1048576.0,8,16384,58
1048576.0,8,8192,79
1048576.0,8,4096,62
1048576.0,8,2048,69
1048576.0,8,1024,85
1048576.0,16,524288,50
1048576.0,16,262144,51
1048576.0,16,131072,57
1048576.0,16,65536,61
1048576.0,16,32768,67
1048576.0,16,16384,57
1048576.0,16,8192,60
1048576.0,16,4096,67
1048576.0,16,2048,79
1048576.0,16,1024,94
1048576.0,32,524288,57
1048576.0,32,262144,54
1048576.0,32,131072,56
1048576.0,32,65536,63
1048576.0,32,32768,58
1048576.0,32,16384,74
1048576.0,32,8192,66
1048576.0,32,4096,85
1048576.0,32,2048,72
1048576.0,32,1024,87
1048576.0,64,524288,59
1048576.0,64,262144,60
1048576.0,64,131072,62
1048576.0,64,65536,61
1048576.0,64,32768,59
1048576.0,64,16384,86
1048576.0,64,8192,67
1048576.0,64,4096,64
1048576.0,64,2048,70
1048576.0,64,1024,86
1048576.0,128,524288,49
1048576.0,128,262144,51
1048576.0,128,131072,54
1048576.0,128,65536,52
1048576.0,128,32768,55
1048576.0,128,16384,55
1048576.0,128,8192,56
1048576.0,128,4096,65
1048576.0,128,2048,68
1048576.0,128,1024,88
1048576.0,256,524288,49
1048576.0,256,262144,51
1048576.0,256,131072,55
1048576.0,256,65536,53
1048576.0,256,32768,57
1048576.0,256,16384,55
1048576.0,256,8192,57
1048576.0,256,4096,61
1048576.0,256,2048,68
1048576.0,256,1024,96
1048576.0,512,524288,49
1048576.0,512,262144,52
1048576.0,512,131072,56
1048576.0,512,65536,56
1048576.0,512,32768,56
1048576.0,512,16384,57
1048576.0,512,8192,59
1048576.0,512,4096,63
1048576.0,512,2048,65
1048576.0,512,1024,92
1048576.0,1024,524288,49
1048576.0,1024,262144,54
1048576.0,1024,131072,54
1048576.0,1024,65536,56
1048576.0,1024,32768,64
1048576.0,1024,16384,58
1048576.0,1024,8192,63
1048576.0,1024,4096,69
1048576.0,1024,2048,72
1048576.0,1024,1024,85
2097152.0,4,1048576,136
2097152.0,4,524288,156
2097152.0,4,262144,136
2097152.0,4,131072,122
2097152.0,4,65536,124
2097152.0,4,32768,121
2097152.0,4,16384,122
2097152.0,4,8192,125
2097152.0,4,4096,137
2097152.0,4,2048,153
2097152.0,8,1048576,105
2097152.0,8,524288,125
2097152.0,8,262144,135
2097152.0,8,131072,132
2097152.0,8,65536,123
2097152.0,8,32768,121
2097152.0,8,16384,125
2097152.0,8,8192,130
2097152.0,8,4096,138
2097152.0,8,2048,157
2097152.0,16,1048576,105
2097152.0,16,524288,106
2097152.0,16,262144,113
2097152.0,16,131072,137
2097152.0,16,65536,123
2097152.0,16,32768,120
2097152.0,16,16384,129
2097152.0,16,8192,129
2097152.0,16,4096,140
2097152.0,16,2048,159
2097152.0,32,1048576,102
2097152.0,32,524288,109
2097152.0,32,262144,111
2097152.0,32,131072,111
2097152.0,32,65536,120
2097152.0,32,32768,120
2097152.0,32,16384,131
2097152.0,32,8192,138
2097152.0,32,4096,147
2097152.0,32,2048,159
2097152.0,64,1048576,104
2097152.0,64,524288,108
2097152.0,64,262144,110
2097152.0,64,131072,117
2097152.0,64,65536,112
2097152.0,64,32768,118
2097152.0,64,16384,125
2097152.0,64,8192,132
2097152.0,64,4096,143
2097152.0,64,2048,157
2097152.0,128,1048576,107
2097152.0,128,524288,114
2097152.0,128,262144,110
2097152.0,128,131072,114
2097152.0,128,65536,113
2097152.0,128,32768,115
2097152.0,128,16384,116
2097152.0,128,8192,132
2097152.0,128,4096,142
2097152.0,128,2048,165
2097152.0,256,1048576,102
2097152.0,256,524288,109
2097152.0,256,262144,119
2097152.0,256,131072,110
2097152.0,256,65536,113
2097152.0,256,32768,118
2097152.0,256,16384,119
2097152.0,256,8192,120
2097152.0,256,4096,142
2097152.0,256,2048,173
2097152.0,512,1048576,102
2097152.0,512,524288,110
2097152.0,512,262144,113
2097152.0,512,131072,117
2097152.0,512,65536,112
2097152.0,512,32768,117
2097152.0,512,16384,123
2097152.0,512,8192,126
2097152.0,512,4096,128
2097152.0,512,2048,161
2097152.0,1024,1048576,107
2097152.0,1024,524288,109
2097152.0,1024,262144,118
2097152.0,1024,131072,117
2097152.0,1024,65536,130
2097152.0,1024,32768,117
2097152.0,1024,16384,126
2097152.0,1024,8192,134
2097152.0,1024,4096,142
2097152.0,1024,2048,148
4194304.0,4,2097152,280
4194304.0,4,1048576,311
4194304.0,4,524288,274
4194304.0,4,262144,259
4194304.0,4,131072,262
4194304.0,4,65536,271
4194304.0,4,32768,258
4194304.0,4,16384,281
4194304.0,4,8192,284
4194304.0,4,4096,326
4194304.0,8,2097152,211
4194304.0,8,1048576,270
4194304.0,8,524288,364
4194304.0,8,262144,284
4194304.0,8,131072,327
4194304.0,8,65536,272
4194304.0,8,32768,290
4194304.0,8,16384,310
4194304.0,8,8192,324
4194304.0,8,4096,362
4194304.0,16,2097152,233
4194304.0,16,1048576,219
4194304.0,16,524288,243
4194304.0,16,262144,241
4194304.0,16,131072,258
4194304.0,16,65536,255
4194304.0,16,32768,257
4194304.0,16,16384,273
4194304.0,16,8192,279
4194304.0,16,4096,337
4194304.0,32,2097152,215
4194304.0,32,1048576,225
4194304.0,32,524288,231
4194304.0,32,262144,233
4194304.0,32,131072,254
4194304.0,32,65536,259
4194304.0,32,32768,256
4194304.0,32,16384,277
4194304.0,32,8192,311
4194304.0,32,4096,326
4194304.0,64,2097152,221
4194304.0,64,1048576,266
4194304.0,64,524288,276
4194304.0,64,262144,288
4194304.0,64,131072,469
4194304.0,64,65536,476
4194304.0,64,32768,308
4194304.0,64,16384,324
4194304.0,64,8192,337
4194304.0,64,4096,361
4194304.0,128,2097152,244
4194304.0,128,1048576,252
4194304.0,128,524288,277
4194304.0,128,262144,263
4194304.0,128,131072,282
4194304.0,128,65536,285
4194304.0,128,32768,328
4194304.0,128,16384,359
4194304.0,128,8192,396
4194304.0,128,4096,413
4194304.0,256,2097152,242
4194304.0,256,1048576,252
4194304.0,256,524288,261
4194304.0,256,262144,265
4194304.0,256,131072,277
4194304.0,256,65536,298
4194304.0,256,32768,298
4194304.0,256,16384,300
4194304.0,256,8192,354
4194304.0,256,4096,360
4194304.0,512,2097152,246
4194304.0,512,1048576,252
4194304.0,512,524288,292
4194304.0,512,262144,273
4194304.0,512,131072,291
4194304.0,512,65536,288
4194304.0,512,32768,296
4194304.0,512,16384,325
4194304.0,512,8192,314
4194304.0,512,4096,356
4194304.0,1024,2097152,237
4194304.0,1024,1048576,250
4194304.0,1024,524288,307
4194304.0,1024,262144,278
4194304.0,1024,131072,296
4194304.0,1024,65536,291
4194304.0,1024,32768,302
4194304.0,1024,16384,344
4194304.0,1024,8192,319
4194304.0,1024,4096,342
8388608.0,4,4194304,661
8388608.0,4,2097152,767
8388608.0,4,1048576,621
8388608.0,4,524288,609
8388608.0,4,262144,637
8388608.0,4,131072,594
8388608.0,4,65536,625
8388608.0,4,32768,645
8388608.0,4,16384,663
8388608.0,4,8192,713
8388608.0,8,4194304,526
8388608.0,8,2097152,625
8388608.0,8,1048576,657
8388608.0,8,524288,637
8388608.0,8,262144,593
8388608.0,8,131072,585
8388608.0,8,65536,631
8388608.0,8,32768,741
8388608.0,8,16384,686
8388608.0,8,8192,731
8388608.0,16,4194304,501
8388608.0,16,2097152,497
8388608.0,16,1048576,564
8388608.0,16,524288,581
8388608.0,16,262144,585
8388608.0,16,131072,631
8388608.0,16,65536,638
8388608.0,16,32768,687
8388608.0,16,16384,738
8388608.0,16,8192,718
8388608.0,32,4194304,487
8388608.0,32,2097152,510
8388608.0,32,1048576,527
8388608.0,32,524288,549
8388608.0,32,262144,584
8388608.0,32,131072,624
8388608.0,32,65536,659
8388608.0,32,32768,670
8388608.0,32,16384,765
8388608.0,32,8192,819
8388608.0,64,4194304,520
8388608.0,64,2097152,508
8388608.0,64,1048576,529
8388608.0,64,524288,570
8388608.0,64,262144,575
8388608.0,64,131072,653
8388608.0,64,65536,655
8388608.0,64,32768,657
8388608.0,64,16384,768
8388608.0,64,8192,828
8388608.0,128,4194304,499
8388608.0,128,2097152,547
8388608.0,128,1048576,514
8388608.0,128,524288,563
8388608.0,128,262144,576
8388608.0,128,131072,591
8388608.0,128,65536,625
8388608.0,128,32768,686
8388608.0,128,16384,731
8388608.0,128,8192,759
8388608.0,256,4194304,494
8388608.0,256,2097152,517
8388608.0,256,1048576,542
8388608.0,256,524288,556
8388608.0,256,262144,617
8388608.0,256,131072,661
8388608.0,256,65536,632
8388608.0,256,32768,671
8388608.0,256,16384,714
8388608.0,256,8192,833
8388608.0,512,4194304,494
8388608.0,512,2097152,519
8388608.0,512,1048576,582
8388608.0,512,524288,579
8388608.0,512,262144,623
8388608.0,512,131072,690
8388608.0,512,65536,649
8388608.0,512,32768,677
8388608.0,512,16384,705
8388608.0,512,8192,793
8388608.0,1024,4194304,478
8388608.0,1024,2097152,522
8388608.0,1024,1048576,762
8388608.0,1024,524288,636
8388608.0,1024,262144,739
8388608.0,1024,131072,620
8388608.0,1024,65536,650
8388608.0,1024,32768,652
8388608.0,1024,16384,680
8388608.0,1024,8192,726
